word	US/GenAM    UK/RP
revolutionary	/ˌɹɛvəˈluʃənɛɹi/	/ˌɹɛvəˈluːʃənɹi/
rhabdomancy	/ˈɹæb.dəˌmæn.si/	/ˈɹæb.dəˌmæn.si/
rhematic	/ɹəˈmætɪk/	/ɹiːˈmatɪk/
rheophyte	/ˈɹi.əˌfaɪt/	/ˈɹiːə(ʊ)fʌɪt/
rhetorical	/ɹɪˈtɔɹɪkəl/	/ɹɪˈtɒɹ.ɪ.kəl/
Rhineland	/ˈɹaɪnlænd/	/ˈɹɑinland/
Rhoda	/ˈɹoʊdə/	/ˈɹəʊdə/
rhodophyte	/ˈɹoʊdəˌfaɪt/	/ˈɹəʊdə(ʊ)fʌɪt/
rhombicosidodecahedron	/ɹɑmbɪˈkoʊsiˌdoʊdɛkəhidɹən/	/ɹɒmbɪˈkəʊsiˌdəʊdɛkəhiːdɹən/
Rhonda	/ˈɹɑndə/	/ˈɹɒndə/
rho	/ɹoʊ/	/ɹəʊ/
rhotic	/ˈɹoʊtɪk/	/ˈɹəʊtɪk/
rhubarb	/ˈɹuˌbɑɹb/	/ˈɹuːbɑːb/
ribald	/ˈɹɪb.əld/	/ˈɹɪb.əld/
ribspare	/ˈɹɪbspɛɚ/	/ˈɹɪbspɛə(ɹ)/
rich kid	/ˌɹɪt͡ʃ ˈkɪd/	/ˌɹɪt͡ʃ ˈkɪd/
Richter	/ˈɹɪkt.ɚ/	/ˈɹɪkt.ə/
right	/ˈɹaɪt/	/ˈɹaɪt/
rightwise	/ˈɹaɪtˌwaɪz/	/ˈɹaɪtwaɪz/
rigmarole	/ˈɹɪɡməɹoʊl/	/ˈɹɪɡməɹəʊl/
R	/ɑɹ/	/ɑː/
river	/ˈɹaɪvɚ/	/ˈɹaɪvə/
river	/ˈɹaɪvɚ/	/ˈɹɪvə/
river	/ˈɹɪvɚ/	/ˈɹaɪvə/
river	/ˈɹɪvɚ/	/ˈɹɪvə/
rivers	/ˈɹɪvɚz/	/ˈɹɪvəz/
roach	/ɹoʊtʃ/	/ɹəʊtʃ/
road	/ɹoʊd/	/ɹəʊd/
roads	/ɹoʊdz/	/ɹəʊdz/
roaming	/ˈɹoʊmɪŋ/	/ˈɹəʊmɪŋ/
roam	/ɹoʊm/	/ɹəʊm/
roar	/ɹɔɹ/	/ɹɔː/
roars	/ɹɔɹz/	/ɹɔːz/
roasting	/ˈɹoʊstɪŋ/	/ˈɹəʊstɪŋ/
roast	/ɹoʊst/	/ɹəʊst/
roasts	/ɹoʊsts/	/ɹəʊsts/
robber	/ˈɹɑbɚ/	/ˈɹɒ.bə(ɹ)/
robbery	/ˈɹɑbəɹi/	/ˈɹɒbəɹi/
robe	/ɹoʊb/	/ɹəʊb/
robes	/ɹoʊbz/	/ɹəʊbz/
Robin	/ˈɹɑbɪn/	/ˈɹɒbɪn/
Robin Hood	/ˈɹɑbɪn hʊd/	/ˈɹɒbɪn hʊd/
robinsonade	/ˌɹɑbɪnsəˈneɪd/	/ˌɹɒbɪnsəˈneɪd/
roborant	/ˈɹɑːbəɹənt/	/ˈɹɒbəɹənt/
robust	/ɹoʊˈbʌst/	/ɹəʊˈbʌst/
rockabilly	/ˈɹɑːkəˌbɪli/	/ˈɹɒkəˌbɪli/
rocket	/ˈɹɑkɪt/	/ˈɹɒkɪt/
rock	/ɹɑk/	/ɹɒk/
rockling	/ˈɹɑklɪŋ/	/ˈɹɒklɪŋ/
Rodney	/ˈɹɑdni/	/ˈɹɒdni/
roger	/ˈɹɑdʒɚ/	/ˈɹɒdʒə/
Roger	/ˈɹɑdʒɚ/	/ˈɹɒdʒə/
rogue	/ˈɹoʊ̯ɡ/	/ˈɹəʊ̯ɡ/
roguish	/ˈɹoʊɡɪʃ/	/ˈɹəʊɡɪʃ/
roles	/ɹoʊlz/	/ɹəʊlz/
rolled	/ɹoʊld/	/ɹəʊld/
roller	/ˈɹoʊlɚ/	/ˈɹəʊlə/
rollick	/ˈɹɑlɪk/	/ˈɹɒlɪk/
rolling	/ˈɹoʊlɪŋ/	/ˈɹəʊlɪŋ/
roll	/ɹoʊl/	/ɹəʊl/
rolls	/ɹoʊlz/	/ɹəʊlz/
Romanichal	/ˈɹɑmɪniˌtʃæl/	/ˈɹɒmɪnɪtʃæl/
Romans	/ˈɹoʊmənz/	/ˈɹəʊmənz/
rood screen	/ˈɹud ˌskɹin/	/ˈɹuːd skɹiːn/
rooibos	/ˈɹɔɪ.bɔs/	/ˈɹɔɪ.bɒs/
rooms	/ɹuːmz/	/ɹuːmz/
room	/ɹum/	/ɹuːm/
rore	/ɹɔɹ/	/ɹɔː/
roseate	/ˈɹoʊzi.ət/	/ˈɹəʊzɪət/
roselle	/ɹoʊˈzɛl/	/ɹəʊˈzɛl/
rosemaled	/ˈɹoʊzəˌmɑld/	/ˈɹəʊzəˌmɑːld/
rosemaler	/ˈɹoʊzəˌmɑlɚ/	/ˈɹəʊzəˌmɑːlə/
rosemaling	/ˈɹoʊzəˌmɑlɪŋ/	/ˈɹəʊzəˌmɑːlɪŋ/
Rosh Hashanah	/ˌɹɑʃ həˈʃɑnə/	/ˌɹɒʃ həˈʃɑːnə/
Rosie	/ˈɹoʊziː/	/ˈɹəʊziː/
rosin	/ˈɹɑ.zən/	/ˈɹɒ.zən/
Ross	/ɹɔs/	/ɹɒs/
roster	/ˈɹɑstɚ/	/ˈɹɒstə/
rostrum	/ˈɹɑː.stɹəm/	/ˈɹɒ.stɹəm/
rosy	/ˈɹoʊzi/	/ˈɹəʊzi/
rote	/ɹoʊt/	/ɹəʊt/
rotten	/ˈɹɑtn̩/	/ˈɹɒtn̩/
roughshod	/ˈɹʌfʃɑd/	/ˈɹʌfʃɒd/
rove	/ɹoʊv/	/ɹəʊv/
rowan	/ɹaʊən/	/ɹaʊən/
Rowan	/ɹoʊən/	/ɹəʊən/
rowlock	/ˈɹɑlək/	/ˈɹɒlək/
row	/ˈɹoʊ/	/ˈɹəʊ/
row	/ˈɹoʊ/	/ɹəʊ/
row	/ɹoʊ/	/ˈɹəʊ/
row	/ɹoʊ/	/ɹəʊ/
r rotunda	/ˌɑɹ.ɹoʊˈtʌn.də/	/ˌɑː.ɹəʊˈtʌn.də/
rubbish	/ˈɹʌbɪʃ/	/ˈɹʌbɪʃ/
rude	/ɹud/	/ɹuːd/
ruff	/ɹəf/	/ɹʌf/
rugose	/ˌɹuːˈɡoʊs/	/ɹʊˈɡəʊs/
Ruhr	/ɹʊɚ/	/ɹʊə/
ruins	/ˈɹu.ɪnz/	/ˈɹuː.ɪnz/
ruin	/ˈɹu.ɪn/	/ˈɹuː.ɪn/
ruler	/ˈɹulɚ/	/ˈɹuːlə(ɹ)/
rummy	/ˈɹʌmi/	/ˈɹʌmɪ/
runcible	/ˈɹʌnsəbəl/	/ˈɹʌnsɪb(ə)l/
runner	/ˈɹʌnɚ/	/ˈɹʌnə/
rupee	/ɹuˈpi/	/ˌɹuːˈpiː/
ruse	/ɹuz/	/ɹuːz/
rusk	/ɹʌsk/	/ɹʌsk/
russet	/ˈɹʌsɪt/	/ˈɹʌsɪt/
saganaki	/ˌsɑɡəˈnɑki/	/ˌsæɡəˈnɑːki/
Sagittarius	/sædʒɪˈtɛɹɪəs/	/sædʒɪˈtɛəɹɪəs/
sailboat	/ˈseɪlˌboʊt/	/ˈseɪlˌbəʊt/
sailor	/ˈseɪlɚ/	/ˈseɪlə/
sailors	/ˈseɪlɚz/	/ˈseɪləz/
Saint Stephen's Day	/seɪnt ˈstiːvənz deɪ/	/seɪnt ˈstiːvənz deɪ/
sais	/saɪs/	/saɪs/
salamander	/ˈsæləˌmændɚ/	/ˈsæləˌmændə/
saleable	/ˈseɪləbl̩/	/ˈseɪləbl̩/
salep	/ˈsæləp/	/ˈsæləp/
saloop	/səˈlup/	/səˈluːp/
salsify	/ˈsælsɪfi/	/ˈsælsɪfi/
salvo	/ˈsælvoʊ/	/ˈsælvəʊ/
Samaritan	/səˈmɛɹɪtən/	/səˈmæɹɪtən/
Samothracian	/sæmoʊˈθɹeɪʃən/	/sæməʊˈθɹeɪʃən/
sample	/ˈsæm.pəl/	/ˈsɑːm.pəl/
samurai	/ˈsæməˌɹaɪ/	/ˈsæm(j)ʊɹaɪ/
sanctuary	/ˈsæŋkˌtuɛɹi/	/ˈsæŋkˌtjuɛɹi/
sand boil	/ˈsænd bɔɪl/	/ˈsænd bɔɪl/
sandbox	/ˈsændbɑks/	/ˈsændbɒks/
Sander	/ˈsændəɹ/	/ˈsɑːndə/
sandpiper	/ˈsænd.paɪpɚ/	/ˈsænd.paɪpə/
sandthorn	/ˈsænd.θɔɹn/	/ˈsænd.θɔːn/
Saône	/soʊn/	/səʊn/
Sarah	/ˈsɛɹə/	/ˈsɛːɹə/
sardonic	/sɑɹˈdɑːnɪk/	/sɑːˈdɒnɪk/
Sarmatism	/ˈsɑɹmətɪzəm/	/ˈsɑːmətɪzəm/
sarpanch	/ˈsʌɹpʌntʃ/	/ˈsʌɹpʌntʃ/
sasswood	/ˈsæswʊd/	/ˈsaswʊd/
sassy	/ˈsæsi/	/ˈsasi/
sassywood	/ˈsæsiwʊd/	/ˈsæsiwʊd/
saturnalia	/ˌsætɚˈneɪli.ə/	/ˌsætəˈneɪli.ə/
Saturnalia	/ˌsætɚˈneɪli.ə/	/ˌsætəˈneɪli.ə/
saucepan	/ˈsɔsˌpæn/	/ˈsɔːs.pən/
saucer	/ˈsɔ.səɹ/	/ˈsɔː.sə/
sauce	/sɔs/	/sɔːs/
saucier	/ˈsɑsiɚ/	/ˈsɔːsɪə/
saucier	/ˈsɑsiɚ/	/sosje/
saucisse	/soʊˈsis/	/səʊˈsiːs/
sauerkraut	/ˈsaʊɚˌkɹaʊt/	/ˈsaʊəˌkɹaʊt/
saunter	/ˈsɔntɚ/	/ˈsɔːntə/
sausage	/ˈsɔsɪd͡ʒ/	/ˈsɒsɪd͡ʒ/
sauté	/soʊˈteɪ/	/ˈsəʊteɪ/
savoir-faire	/ˌsævwɑɹˈfɛɹ/	/ˌsævwɑːˈfɛə/
sawhorse	/sɔ.hɔɹs/	/sɔː.hɔː(ɹ)s/
sawpit	/ˈsɔpɪt/	/ˈsɔːpɪt/
saw	/sɔ/	/sɔː/
sawyer	/ˈsɔɪ.ɚ/	/ˈsɔːjə/
sawyer	/ˈsɔ.jɚ/	/ˈsɔːjə/
scabbard	/ˈskæb.ɚd/	/ˈskæb.əd/
scabrous	/ˈskæbɹəs/	/ˈskeɪbɹəs/
scaffold	/ˈskæfəld/	/ˈskæfəld/
scald	/skɔld/	/skɔːld/
scamper	/ˈskæmpɚ/	/ˈskæmpə/
scanno	/ˈskænoʊ/	/ˈskænəʊ/
scaphoid abdomen	/ˈskæ.fɔɪd ˈæb.də.mən/	/ˈskæ.fɔɪd ˈæb.də.mən/
scarcely	/ˈskɛɹsli/	/ˈskɛəsli/
scarce	/ˈskɛɚs/	/ˈskɛəs/
scarecrow	/ˈskɛəɹ.kɹoʊ/	/ˈskɛə.kɹəʊ/
scare	/skɛɚ/	/skɛə/
scarlet	/ˈskɑɹlɪt/	/ˈskɑːlɪt/
scarp	/skɑɹp/	/skɑːp/
scar	/skɑɹ/	/skɑː(ɹ)/
scattered	/ˈskætɚd/	/ˈskætəd/
scatter	/ˈskætɚ/	/ˈskætə/
scenario	/sɪˈnɛəɹioʊ/	/sɪˈnɑːɹi.əʊ/
scene-stealing	/ˈsiːn ˈstiːlɪŋ/	/ˈsiːn ˈstiːlɪŋ/
scherzo	/ˈskɛɹ(ˌ)tsoʊ/	/ˈskɛətsəʊ/
schizoid personality disorder	/ˈskɪtsɔɪd ˌpɝsəˈnælɪɾi dɪsˈɔːɹdɚ/	/ˈskɪtsɔɪd ˌpɜɹsəˈnælɪti dɪsˈɔːdə(ɹ)/
schizotypal	/ˈskɪt.soʊ.taɪp(ə)l/	/ˈskɪt.səʊ.taɪp(ə)l/
schlock	/ʃlɑk/	/ʃlɒk/
schlocky	/ʃlɑki/	/ˈʃlɒkiː/
schlong	/ʃlɔŋ/	/ʃlɒŋ/
schnapper	/ˈʃnæpɚ/	/ˈʃnæpə/
schoolwork	/ˈskulˌwɝk/	/ˈskuːlˌwɜːk/
schwerpunkt	/ˈʃvɛɹpʊŋkt/	/ˈʃvɛəpʊŋkt/
scintillate	/ˈsɪntəleɪt/	/ˈsɪntɪleɪt/
scintillating	/ˌsɪntəˈleɪtɪŋ/	/ˌsɪntɪˈleɪtɪŋ/
scintillation	/ˌsɪntəˈleɪʃən/	/ˌsɪntɪˈleɪʃən/
scintillator	/ˌsɪntəˈleɪtəɹ/	/ˌsɪntɪˈleɪtə(ɹ)/
scion	/ˈsaɪ.ən/	/ˈsaɪən/
sciophyte	/ˈsaɪəˌfaɪt/	/ˈsʌɪə(ʊ)fʌɪt/
scissors	/ˈsɪzɚz/	/ˈsɪzəz/
scleronomic	/sklə.ɹə.ˈnɑːm.ɪk/	/sklə.ɹə.ˈnɒm.ɪk/
scoff	/skɔːf/	/skɒf/
scold	/skoʊld/	/skəʊld/
scorch	/skɔɹtʃ/	/skɔːtʃ/
score	/skɔɹ/	/skɔː/
Scotch	/skɑtʃ/	/skɒtʃ/
scourge	/skɜɹdʒ/	/skɜːdʒ/
scour	/ˈskaʊɚ/	/ˈskaʊə/
scraper	/ˈskɹeɪpɚ/	/ˈskɹeɪpə/
scream blue murder	/ˈskɹiːm bluː ˈmɝdɚ/	/ˈskɹiːm bluː ˈmɜː(ɹ)də(ɹ)/
screamer	/ˈskɹimɚ/	/ˈskɹiːmə/
scream queen	/ˈskɹim kwin/	/ˈskɹiːm kwiːn/
scream	/skɹim/	/ˈskɹiːm/
scree	/skɹi/	/skɹiː/
scriptorium	/skɹɪpˈtɔɹ.i.əm/	/skɹɪpˈtɔː.ɹɪəm/
scrod	/skɹɑd/	/skɹɒd/
scrofula	/ˈskɹɔfjələ/	/ˈskɹɒfjʊlə/
scrofulous	/ˈskɹɔfjələs/	/ˈskɹɒfjʊləs/
scruple	/ˈskɹupəl/	/ˈskɹuːpəl/
scurrilous	/ˈskɜɹələs/	/ˈskʌ.ɹə.ləs/
seagull	/ˈsiː.ɡʌl/	/ˈsiː.ɡʌl/
sealocked	/ˈsiˌlɑkt/	/ˈsiːlɒkt/
searched	/sɝtʃt/	/sɜːtʃt/
searching	/ˈsɝtʃɪŋ/	/ˈsɜːtʃɪŋ/
search	/sɝt͡ʃ/	/sɜːt͡ʃ/
season	/ˈsizən/	/ˈsiːzən/
seasteading	/ˈsiˌstɛdɪŋ/	/ˈsiːstɛdɪŋ/
seastorm	/ˈsistɔɹm/	/ˈsiːstɔːm/
sea-worthy	/ˈsiːwɝði/	/ˈsiːwɜːði/
seaworthy	/ˈsiːwɝði/	/ˈsiːwɜːði/
second	/ˈsɛk.(ə)nd/	/ˈsɛkənd/
seconds	/ˈsɛk.əndz/	/ˈsɛkəndz/
secretariat	/ˌsɛkɹəˈtɛɹi.ət/	/ˌsɛkɹəˈtɛəɹɪət/
sectarian	/sɛkˈtɛɹi.ən/	/sɛkˈtɛəɹi.ən/
section	/ˈsɛkʃən/	/ˈsɛkʃən/
secured	/səˈkjʊɹd/	/səˈkjʊəd/
secure	/səˈkjʊɹ/	/səˈkjʊə(ɹ)/
Securitate	/sɪkjʊɹɪˈtɑteɪ/	/sɪkjʊəɹɪˈtɑːteɪ/
security	/səˈkjɔɹ.ɪˌti/	/sɪˈkjʊəɹəti/
seduce	/sɪˈd(j)uːs/	/sɪˈdjuːs/
seduce	/sɪˈd(j)uːs/	/sɪˈdjuːs/
seduction	/sɪˈdʌk.ʃn̩/	/sɪˈdʌk.ʃn̩/
seduction	/sɪˈdʌk.ʃn̩/	/sɪˈdʌk.ʃn̩/
seed	/siːd/	/siːd/
seersucker	/ˈsɪɹˌsʌk.ɚ/	/ˈsɪəˌsʌk.ə/
seidel	/ˈsaɪdl̩/	/ˈzaɪd(ə)l/
Selena	/səˈlinə/	/sɪˈliːnə/
Selenator	/səˌliˈneɪtɚ/	/sɪˌliːˈneɪtə/
Seleucia	/sɪˈlu.ʃə/	/sɪˈluː.ʃə/
selfie	/ˈsɛlfi/	/ˈsɛlfi/
self-referential	/ˈsɛlf ˌɹɛfəˈɹɛn(t)ʃəl/	/ˈsɛlf ɹɛfəˈɹɛnʃl/
semasiology	/sɪmeɪsiˈɑlədʒi/	/ˌsiːmeɪsɪˈɒlədʒɪ/
semester	/sɪˈmɛstɚ/	/sɪˈmɛstə/
semperidentical	/ˌsɛmpəɹɪˈdɛntɪkəl/	/ˌsɛmpəɹaɪˈdɛntɪkəl/
sempervirent	/sɛmpɚˈvaɪɹənt/	/sɛmpəˈvaɪɹənt/
sempiternal	/ˌsɛm.pɪˈtɝ.nəl/	/ˌsɛm.pɪˈtəː.nəl/
senate	/ˈsɛnɪt/	/ˈsɛnɪt/
seniority	/sinˈjɔɹɪti/	/siːnɪˈɒɹɪti/
sensible	/ˈsɛn.sɪ.bl̩/	/ˈsen.sə.bl̩/
sensical	/ˈsɛnsɪk(ə)l/	/ˈsɛnsɪkl̩/
sententious	/sɛnˈtɛn.ʃəs/	/sɛnˈtɛn.ʃəs/
sentry	/ˈsɛntɹi/	/ˈsɛntɹɪ/
Seoul	/soʊl/	/səʊl/
seppuku	/ˈsɛpu(ˌ)ku/	/sɛˈpuːkuː/
septimation	/ˈsɛptəmeɪʃən/	/sɛptɪˈmeɪʃən/
sequester	/sɪˈkwɛs.tɚ/	/sɪˈkwɛs.tə/
serac	/sɛˈɹæk/	/sɛˈɹæk/
Serb	/ˈsɝb/	/ˈsɜːb/
sere	/siːɹ/	/ˈsɪə/
serialize	/ˈsɪɹiəlaɪz/	/ˈsɪəɹiəlaɪz/
sericulture	/ˈsɛɹɪˌkʌltʃɚ/	/ˈsɛɹɪˌkʌltʃə/
series	/ˈsɪɹiz/	/ˈsɪə.ɹiːz/
serious	/ˈsɪɹi.əs/	/ˈsɪəɹi.əs/
serow	/səˈɹoʊ/	/ˈsɛɹəʊ/
serpentine	/ˈsɚːpəntaɪn/	/ˈsɜːpəntaɪn/
serpentine	/ˈsɝːpəntin/	/ˈsɜːpəntaɪn/
serpent	/ˈsɝpənt/	/ˈsɜːpənt/
servants	/ˈsɝvənts/	/ˈsɜːvənts/
servant	/ˈsɝvənt/	/ˈsɜːvənt/
served	/sɝvd/	/sɜːvd/
server	/ˈsɝvɚ/	/ˈsɜːvə/
services	/ˈsɝvɪsɪz/	/ˈsɜːvɪsɪz/
service	/ˈsɝvɪs/	/ˈsɜːvɪs/
setter	/ˈsɛt.ɚ/	/ˈsɛt.ə/
sewer	/ˈsoʊɚ/	/ˈsəʊə/
sewer	/ˈsoʊɚ/	/ˈs(j)uːə/
sewer	/ˈsuɚ/	/ˈsəʊə/
sewer	/ˈsuɚ/	/ˈs(j)uːə/
sewn	/soʊn/	/səʊn/
sexuality	/sɛkʃuˈæləti/	/sɛkʃuˈælɪti/
sexual	/ˈsɛkʃuəl/	/ˈsɛkʃuəl/
sexy	/ˈsɛksi/	/ˈsɛksɪ/
shadow	/ˈʃædoʊ/	/ˈʃædəʊ/
shadowban	/ˈʃædoʊbæn/	/ˈʃædəʊbæn/
shadows	/ˈʃædoʊz/	/ˈʃædəʊz/
shadowy	/ˈʃædoʊɨ/	/ˈʃædəʊɨ/
shaft	/ʃæft/	/ʃɑːft/
Shakespeare	/ˈʃeɪkspɪɹ/	/ˈʃeɪkspɪə/
shaman	/ˈʃɑːmən/	/ˈʃɑːmən/
shambolic	/(ˌ)ʃæmˈbɑlɪk/	/ʃamˈbɒlɪk/
shambolically	/(ˌ)ʃæmˈbɑlɪkli/	/ʃamˈbɒlɪkli/
shanghai	/ˈʃæŋ.haɪ/	/ˌʃæŋˈhaɪ/
Shangri-La	/ˌʃæŋɡɹiˈlɑ/	/ˌʃæŋɡɹiˈlɑː/
share	/ʃɛəɹ/	/ʃɛə/
shark bait	/ˈʃɑɹkbeɪt/	/ˈʃɑːkbeɪt/
shark	/ʃɑɹk/	/ʃɑːk/
sharply	/ʃɑɹpli/	/ʃɑːpli/
sharp	/ʃɑɹp/	/ʃɑːp/
shears	/ʃɪɹz/	/ˈʃɪəz/
sheep	/ʃip/	/ʃiːp/
sheepishly	/ˈʃiː.pɪʃ.li/	/ˈʃiː.pɪʃ.li/
sheer	/ʃɪɹ/	/ˈʃɪə/
sheers	/ʃɪɹz/	/ˈʃɪəz/
sheikdom	/ˈʃiːkdəm/	/ˈʃeɪkdəm/
shenanigans	/ʃəˈnænəɡɪnz/	/ʃɪˈnænɪɡ(ə)nz/
Sheol	/ˈʃi.oʊl/	/ˈʃiː.əʊl/
's-Hertogenbosch	/ˌsɜɹtoʊɡənˈbɔs/	/ˌsɜːtəʊɡənˈbɒs/
Sherwood Forest	/ˈʃɝwʊd ˈfɔɹɪst/	/ˈʃɜːwʊd ˈfɒɹɪst/
sherwoodite	/ˈʃɝwʊdaɪt/	/ˈʃɜːwʊdaɪt/
Sherwood	/ˈʃɝwʊd/	/ˈʃɜːwʊd/
shew	/ʃoʊ/	/ʃəʊ/
shew	/ʃoʊ/	/ʃuː/
shift	/ʃɪft/	/ʃɪft/
Shih Tzu	/ˈʃɪtzuː/	/ˈʃɪtzuː/
shillelagh	/ʃəˈleɪˌli/	/ʃəˈleɪˌli/
shire	/ʃaɪəɹ/	/ʃaɪə(ɹ)/
shirk	/ʃɝk/	/ʃɜːk/
shirt	/ʃɝt/	/ʃɜːt/
shirty	/ˈʃɝ.ti/	/ˈʃɜː.ti/
shiver my timbers	/ˈʃɪvɚ maɪ ˈtɪmbɚs/	/ˈʃɪvə maɪ ˈtɪmbəs/
shock and awe	/ˈʃɑk (ə)nd ˈɔ/	/ˈʃɒk (ə)nd ˈɔː/
shoefie	/ˈʃuːfi/	/ˈʃuːfi/
shoe-leather	/ˈʃuːˌlɛð.ɚ/	/ˈʃuːˌlɛð.ə/
sho	/ʃoʊ/	/ʃəʊ/
shoot one's cuffs	/ʃuːt wʌnz kʌfs/	/ʃuːt wʌnz kʌfs/
shopper	/ˈʃɑ.pɚ/	/ˈʃɒp.ə/
shopping	/ˈʃɑpɪŋ/	/ˈʃɒpɪŋ/
shore	/ʃɔɹ/	/ʃɔː/
shores	/ʃɔɹz/	/ʃɔːz/
shorn	/ʃɔɹn/	/ʃɔːn/
shortchange	/ʃɔɹtˈtʃeɪndʒ/	/ʃɔːtˈtʃeɪndʒ/
shortgevity	/ˌʃɔɹtˈdʒɛ.vɪ.ti/	/ˌʃɔːtˈdʒɛ.vɪ.ti/
shorthand	/ˈʃɔɹt.hænd/	/ˈʃɔːt.hænd/
shorty	/ˈʃɔɹti/	/ˈʃɔːti/
shoulder	/ˈʃoʊldɚ/	/ˈʃəʊldə/
shoulders	/ˈʃoʊldɚz/	/ˈʃəʊldəz/
shovelware	/ˈʃʌvəlwɛɚ/	/ˈʃʌvəlwɛə(ɹ)/
shower	/ˈʃaʊ.ɚ/	/ˈʃəʊ.ə(ɹ)/
shower	/ˈʃoʊ.ɚ/	/ˈʃəʊ.ə(ɹ)/
showing	/ˈʃoʊɪŋ/	/ˈʃəʊɪŋ/
show	/ʃoʊ/	/ʃəʊ/
shows	/ʃoʊz/	/ʃəʊz/
shrill	/ʃɹɪl/	/ʃɹɪl/
shrinking	/ˈʃɹɪŋkɪŋ/	/ˈʃɹɪŋkɪŋ/
shrinking violet	/ˈʃɹɪŋkɪŋ ˈvaɪələt/	/ˈʃɹɪŋkɪŋ ˈvaɪələt/
shrithe	/ʃɹaɪð/	/ʃɹaɪð/
shtick	/ʃtɪk/	/ʃtɪk/
shunt	/ʃʌnt/	/ʃʌnt/
shutterbug	/ˈʃʌtɚbʌɡ/	/ˈʃʌtəbʌɡ/
shuttlecock	/ˈʃʌtl̩kɑk/	/ˈʃʌtl̩kɒk/
shylock	/ˈʃaɪlɑk/	/ˈʃaɪlɒk/
siesta	/siˈɛstə/	/sɪˈɛstə/
silence	/ˈsaɪ.ləns/	/ˈsaɪ.ləns/
Silesia	/saɪˈliʒə/	/saɪˈliːʃə/
silly season	/ˈsɪli ˈsizən/	/ˈsɪli ˈsizən/
silvern	/ˈsɪlvɚn/	/ˈsɪlvən/
silver	/ˈsɪl.vɚ/	/ˈsɪl.və/
similar	/ˈsɪməlɚ/	/ˈsɪmələ/
similitude	/sɪˈmɪlɪtuːd/	/sɪˈmɪlɪtjuːd/
simmer	/ˈsɪmɚ/	/ˈsɪmə/
simoom	/sɪˈmuːm/	/sɪˈmuːm/
simper	/ˈsɪmpɚ/	/ˈsɪmpə/
sinew	/ˈsɪnju/	/ˈsɪnjuː/
Singapore	/ˈsɪŋəpɔɹ/	/ˈsɪŋəpɔː/
singer	/ˈsɪŋɚ/	/ˈsɪŋə/
singular	/ˈsɪŋɡjəlɚ/	/ˈsɪŋɡjʊlə/
sinister	/ˈsɪnɪstɚ/	/ˈsɪnɪstə/
sinistromanual	/ˈsɪ.nɪs.tɹoʊˌmæn.jə.wəl/	/ˈsɪ.nɪs.tɹəʊˌman.jʊ.əl/
Sinophobia	/ˌsaɪnəˈfoʊbi.ə/	/ˌsaɪnəˈfəʊbi.ə/
siren	/ˈsaɪɹən/	/ˈsaɪəɹən/
sir	/ˈsɝ/	/ˈsɜː(ɹ)/
sisters	/ˈsɪs.tɚz/	/ˈsɪstəz/
sister	/ˈsɪs.tɚ/	/ˈsɪs.tə/
sitter	/ˈsɪtɚ/	/ˈsɪtə/
sitting pretty	/ˈsɪtɪŋ ˈpɹɪti/	/ˈsɪtɪŋ ˈpɹɪti/
six	/sɪks/	/sɪks/
sixty	/ˈsɪksti/	/ˈsɪkstɪ/
skedaddle	/skɪˈdædəl/	/skɪˈdædəl/
skimble-skamble	/ˈskɪmb(ə)lˌskæmb(ə)l/	/ˈskɪmb(ə)lˌskæmb(ə)l/
skiophyte	/ˈsaɪəˌfaɪt/	/ˈsʌɪə(ʊ)fʌɪt/
skitter	/ˈskɪtɚ/	/ˈskɪtə(ɹ)/
skulduggerous	/ˌskʌlˈdʌɡəɹəs/	/skʌlˈdʌɡəɹəs/
skulduggery	/ˌskʌlˈdʌɡəɹi/	/skʌlˈdʌɡəɹi/
Skynet	/ˈskaɪnɛt/	/ˈskaɪnɛt/
Skyriot	/ˈski.ɹi.ət/	/ˈskiː.ɹi.ət/
Skyros	/ˈskiɹɑs/	/ˈskiːɹɒs/
skywalker	/ˈskaɪwɔkəɹ/	/ˈskaɪwɔːkə(ɹ)/
slapper	/ˈslæpɚ/	/ˈslæpə/
slater	/ˈsleɪtɚ/	/ˈsleɪtə/
slattern	/ˈslætɚn/	/ˈslætən/
Slavi	/ˈslɑvi/	/ˈslɒviː/
Slav	/slɑːv/	/slɑːv/
sleep mask	/slip mæsk/	/sliːp mɑːsk/
sleep	/slip/	/sliːp/
slender	/ˈslɛndɚ/	/ˈslɛndə/
sleuth	/sluːθ/	/sljuːθ/
slide off	/slaɪd ˈɔf/	/slaɪd ˈɒf/
slip-up	/ˈslɪpʌp/	/ˈslɪpʌp/
slivovic	/ˈslɪvəˌvɪtʃ/	/ˈslɪvəvɪtʃ/
slivovitz	/ˈslɪvəˌvɪts/	/ˈslɪvəvɪts/
Sloanie	/ˈsloʊni/	/ˈsləʊni/
slope	/sloʊp/	/sləʊp/
sloth	/slɔθ/	/sləʊθ/
slough of despond	/ˈslaʊ əv dɛˈspɑnd/	/ˈslaʊ əv ˈdɛspɒnd/
slowly	/ˈsloʊli/	/ˈsləʊli/
slumber	/ˈslʌmbɚ/	/slʌmbə/
slurry	/ˈslʌ.ɹi/	/ˈslʌ.ɹi/
slurry	/ˈslʌ.ɹi/	/ˈslɜːɹi/
slurry	/ˈslɝi/	/ˈslʌ.ɹi/
